Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login with phone number,Chrome 112.0.0.0,,,2023-04-07 05:13:33,2023-04-07 05:16:55,3m - 21.778s,FAILED
,,,,,,,
Test Cases/LOGIN/Login with phone number/LOG-14,Chrome 112.0.0.0,Login dengan phone number terdaftar.,,2023-04-07 05:13:33,2023-04-07 05:14:20,46.810s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 112.0.0.0,,,2023-04-07 05:13:33,2023-04-07 05:13:33,0.015s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-07 05:13:33,2023-04-07 05:13:35,2.093s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-07 05:13:35,2023-04-07 05:13:35,0.150s,PASSED
navigateToUrl(website),Chrome 112.0.0.0,,,2023-04-07 05:13:35,2023-04-07 05:13:37,1.735s,PASSED
"click(findTestObject(""Login-Repo/Login_button(homepage)""))",Chrome 112.0.0.0,,,2023-04-07 05:13:37,2023-04-07 05:13:39,1.392s,PASSED
"click(findTestObject(""Login-Repo/Phone_number_button""))",Chrome 112.0.0.0,,,2023-04-07 05:13:39,2023-04-07 05:13:41,2.036s,PASSED
"setText(findTestObject(""Login-Repo/PhoneNumber_inputText""), Valid_number)",Chrome 112.0.0.0,,,2023-04-07 05:13:41,2023-04-07 05:13:42,1.053s,PASSED
"click(findTestObject(""Login-Repo/Next_button(enterphone)""))",Chrome 112.0.0.0,,,2023-04-07 05:13:42,2023-04-07 05:13:42,0.499s,PASSED
"setText(findTestObject(""Login-Repo/OTP_inputText""), ""000000"")",Chrome 112.0.0.0,,,2023-04-07 05:13:42,2023-04-07 05:13:44,1.334s,PASSED
"verifyElementText(findTestObject(""Login-Repo/Assert-verify-element/Assert_send_OTP""), ""We sent an SMS with a 6-digit code to +628999319766."")",Chrome 112.0.0.0,,,2023-04-07 05:13:44,2023-04-07 05:13:44,0.456s,PASSED
"click(findTestObject(""Login-Repo/Next_button(OTP)""))",Chrome 112.0.0.0,,,2023-04-07 05:13:44,2023-04-07 05:13:44,0.361s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-07 05:13:44,2023-04-07 05:13:46,2.030s,PASSED
"verifyElementText(findTestObject(""Login-Repo/Assert-verify-element/Assert_Home""), ""Home"")",Chrome 112.0.0.0,,,2023-04-07 05:13:46,2023-04-07 05:14:18,31.257s,FAILED
Video,Chrome 112.0.0.0,,,2023-04-07 05:14:20,2023-04-07 05:14:20,0.001s,PASSED
,,,,,,,
Test Cases/LOGIN/Login with phone number/LOG-15,Chrome 112.0.0.0,Login dengan phone number tidak terdaftar.,,2023-04-07 05:14:20,2023-04-07 05:15:10,50.605s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 112.0.0.0,,,2023-04-07 05:14:20,2023-04-07 05:14:20,0.003s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-07 05:14:20,2023-04-07 05:14:22,1.840s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-07 05:14:22,2023-04-07 05:14:22,0.141s,PASSED
navigateToUrl(website),Chrome 112.0.0.0,,,2023-04-07 05:14:22,2023-04-07 05:14:25,3.314s,PASSED
"click(findTestObject(""Login-Repo/Login_button(homepage)""))",Chrome 112.0.0.0,,,2023-04-07 05:14:25,2023-04-07 05:14:29,4.092s,PASSED
"click(findTestObject(""Login-Repo/Phone_number_button""))",Chrome 112.0.0.0,,,2023-04-07 05:14:29,2023-04-07 05:14:31,2.036s,PASSED
"setText(findTestObject(""Login-Repo/PhoneNumber_inputText""), notRegistered_number)",Chrome 112.0.0.0,,,2023-04-07 05:14:31,2023-04-07 05:14:32,0.922s,PASSED
"click(findTestObject(""Login-Repo/Next_button(enterphone)""))",Chrome 112.0.0.0,,,2023-04-07 05:14:32,2023-04-07 05:14:33,0.470s,PASSED
"setText(findTestObject(""Login-Repo/OTP_inputText""), ""000000"")",Chrome 112.0.0.0,,,2023-04-07 05:14:33,2023-04-07 05:14:34,1.330s,PASSED
"verifyElementText(findTestObject(""Login-Repo/Assert-verify-element/Assert_send_OTP""), ""We sent an SMS with a 6-digit code to +6287711544294."")",Chrome 112.0.0.0,,,2023-04-07 05:14:34,2023-04-07 05:14:35,0.429s,PASSED
"click(findTestObject(""Login-Repo/Next_button(OTP)""))",Chrome 112.0.0.0,,,2023-04-07 05:14:35,2023-04-07 05:14:35,0.351s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-07 05:14:35,2023-04-07 05:14:37,2.004s,PASSED
"verifyElementText(findTestObject(""Login-Repo/Assert-verify-element/Assert_Home""), ""Home"")",Chrome 112.0.0.0,,,2023-04-07 05:14:37,2023-04-07 05:15:08,31.321s,FAILED
Video,Chrome 112.0.0.0,,,2023-04-07 05:15:10,2023-04-07 05:15:10,0.001s,PASSED
,,,,,,,
Test Cases/LOGIN/Login with phone number/LOG-16,Chrome 112.0.0.0,Login dengan phone number terdaftar dan memasukkan kode OTP salah,,2023-04-07 05:15:10,2023-04-07 05:15:53,42.882s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 112.0.0.0,,,2023-04-07 05:15:10,2023-04-07 05:15:10,0.001s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-07 05:15:11,2023-04-07 05:15:12,1.785s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-07 05:15:12,2023-04-07 05:15:13,0.145s,PASSED
navigateToUrl(website),Chrome 112.0.0.0,,,2023-04-07 05:15:13,2023-04-07 05:15:16,3.216s,PASSED
"click(findTestObject(""Login-Repo/Login_button(homepage)""))",Chrome 112.0.0.0,,,2023-04-07 05:15:16,2023-04-07 05:15:16,0.579s,PASSED
"click(findTestObject(""Login-Repo/Phone_number_button""))",Chrome 112.0.0.0,,,2023-04-07 05:15:16,2023-04-07 05:15:18,2.110s,PASSED
